datum;kraj_kod;kraj;pohlavi_kod;druh_duchodu_kod;pocet_duchodcu;prumerna_vyse_duchodu;prumerna_vyse_srazky;prumerny_vek
31.08.2020;VC.141;Zlínský kraj;M;PK_OLDAGE_S8;981;13392;2497;68
31.08.2020;VC.141;Zlínský kraj;M;PK_PENSIONS_T1;1649;12455;2427;62
31.08.2020;VC.141;Zlínský kraj;M;PK_POZ;2;7852;52;66
31.08.2020;VC.141;Zlínský kraj;T;PK_DISABILITY_S8;1085;10899;2347;52
31.08.2020;VC.141;Zlínský kraj;T;PK_OLDAGE_S8;1881;12903;2337;69
31.08.2020;VC.141;Zlínský kraj;T;PK_PENSIONS_T1;3003;12130;2332;63
31.08.2020;VC.141;Zlínský kraj;T;PK_POZ;37;8915;1674;59
31.08.2020;VC.19;Hlavní město Praha;F;PK_DISABILITY_S8;792;10585;2077;52
31.08.2020;VC.19;Hlavní město Praha;F;PK_OLDAGE_S8;1860;12580;2061;69
31.08.2020;VC.19;Hlavní město Praha;F;PK_PENSIONS_T1;2705;11929;2053;64
31.08.2020;VC.19;Hlavní město Praha;F;PK_POZ;53;9146;1393;62
31.08.2020;VC.19;Hlavní město Praha;M;PK_DISABILITY_S8;1132;10735;1997;51
31.08.2020;VC.19;Hlavní město Praha;M;PK_OLDAGE_S8;2283;13058;2321;69
31.08.2020;VC.19;Hlavní město Praha;M;PK_PENSIONS_T1;3425;12278;2211;64
31.08.2020;VC.19;Hlavní město Praha;M;PK_POZ;10;8772;1381;62
31.08.2020;VC.19;Hlavní město Praha;T;PK_DISABILITY_S8;1924;10673;2030;51
31.08.2020;VC.19;Hlavní město Praha;T;PK_OLDAGE_S8;4143;12844;2204;69
31.08.2020;VC.19;Hlavní město Praha;T;PK_PENSIONS_T1;6130;12124;2141;64
31.08.2020;VC.19;Hlavní město Praha;T;PK_POZ;63;9087;1391;62
31.08.2020;VC.27;Středočeský kraj;F;PK_DISABILITY_S8;1119;10302;2359;51
31.08.2020;VC.27;Středočeský kraj;F;PK_OLDAGE_S8;2457;12401;1991;68
31.08.2020;VC.27;Středočeský kraj;F;PK_PENSIONS_T1;3685;11668;2089;63
31.08.2020;VC.27;Středočeský kraj;F;PK_POZ;109;9155;1540;59
31.08.2020;VC.27;Středočeský kraj;M;PK_DISABILITY_S8;1533;11032;2166;51
31.08.2020;VC.27;Středočeský kraj;M;PK_OLDAGE_S8;2539;13372;2394;69
31.08.2020;VC.27;Středočeský kraj;M;PK_PENSIONS_T1;4089;12471;2309;62
31.08.2020;VC.27;Středočeský kraj;M;PK_POZ;17;7525;2579;59
31.08.2020;VC.27;Středočeský kraj;T;PK_DISABILITY_S8;2652;10724;2247;51
31.08.2020;VC.27;Středočeský kraj;T;PK_OLDAGE_S8;4996;12895;2196;69
31.08.2020;VC.27;Středočeský kraj;T;PK_PENSIONS_T1;7774;12090;2205;62
31.08.2020;VC.27;Středočeský kraj;T;PK_POZ;126;8935;1680;59
31.08.2020;VC.35;Jihočeský kraj;F;PK_DISABILITY_S8;659;9908;2420;51
31.08.2020;VC.35;Jihočeský kraj;F;PK_OLDAGE_S8;1238;12344;1947;68
31.08.2020;VC.35;Jihočeský kraj;F;PK_PENSIONS_T1;1929;11450;2117;62
31.08.2020;VC.35;Jihočeský kraj;F;PK_POZ;32;8647;2456;58
31.08.2020;VC.35;Jihočeský kraj;M;PK_DISABILITY_S8;902;10366;2087;51
31.08.2020;VC.35;Jihočeský kraj;M;PK_OLDAGE_S8;1251;13104;2268;68
31.08.2020;VC.35;Jihočeský kraj;M;PK_PENSIONS_T1;2158;11946;2193;61
31.08.2020;VC.35;Jihočeský kraj;M;PK_POZ;5;7297;2316;61
31.08.2020;VC.35;Jihočeský kraj;T;PK_DISABILITY_S8;1561;10172;2228;51
31.08.2020;VC.35;Jihočeský kraj;T;PK_OLDAGE_S8;2489;12726;2108;68
31.08.2020;VC.35;Jihočeský kraj;T;PK_PENSIONS_T1;4087;11712;2157;61
31.08.2020;VC.35;Jihočeský kraj;T;PK_POZ;37;8464;2437;59
31.08.2020;VC.43;Plzeňský kraj;F;PK_DISABILITY_S8;574;10726;1965;51
31.08.2020;VC.43;Plzeňský kraj;F;PK_OLDAGE_S8;1034;12309;1927;68
31.08.2020;VC.43;Plzeňský kraj;F;PK_PENSIONS_T1;1644;11691;1933;62
31.08.2020;VC.43;Plzeňský kraj;F;PK_POZ;36;9317;1615;58
31.08.2020;VC.43;Plzeňský kraj;M;PK_DISABILITY_S8;903;10859;2015;51
31.08.2020;VC.43;Plzeňský kraj;M;PK_OLDAGE_S8;1189;13273;2280;69
31.08.2020;VC.43;Plzeňský kraj;M;PK_PENSIONS_T1;2097;12218;2164;61
31.08.2020;VC.43;Plzeňský kraj;M;PK_POZ;5;7037;1406;46
31.08.2020;VC.43;Plzeňský kraj;T;PK_DISABILITY_S8;1477;10807;1995;51
31.08.2020;VC.43;Plzeňský kraj;T;PK_OLDAGE_S8;2223;12824;2116;69
31.08.2020;VC.43;Plzeňský kraj;T;PK_PENSIONS_T1;3741;11986;2062;62
31.08.2020;VC.43;Plzeňský kraj;T;PK_POZ;41;9039;1590;56
31.08.2020;VC.51;Karlovarský kraj;F;PK_DISABILITY_S8;368;10446;2070;51
31.08.2020;VC.51;Karlovarský kraj;F;PK_OLDAGE_S8;994;11914;1827;68
31.08.2020;VC.51;Karlovarský kraj;F;PK_PENSIONS_T1;1400;11445;1893;64
31.08.2020;VC.51;Karlovarský kraj;F;PK_POZ;38;8875;1915;59
31.08.2020;VC.51;Karlovarský kraj;M;PK_DISABILITY_S8;540;10878;2014;50
31.08.2020;VC.51;Karlovarský kraj;M;PK_OLDAGE_S8;981;12870;2239;68
31.08.2020;VC.51;Karlovarský kraj;M;PK_PENSIONS_T1;1524;12155;2155;62
31.08.2020;VC.51;Karlovarský kraj;M;PK_POZ;3;8171;247;60
31.08.2020;VC.51;Karlovarský kraj;T;PK_DISABILITY_S8;908;10702;2037;51
31.08.2020;VC.51;Karlovarský kraj;T;PK_OLDAGE_S8;1975;12389;2032;69
31.08.2020;VC.51;Karlovarský kraj;T;PK_PENSIONS_T1;2924;11815;2029;63
31.08.2020;VC.51;Karlovarský kraj;T;PK_POZ;41;8823;1793;60
31.08.2020;VC.60;Ústecký kraj;F;PK_DISABILITY_S8;1407;10128;1766;50
31.08.2020;VC.60;Ústecký kraj;F;PK_OLDAGE_S8;2914;12025;1766;69
31.08.2020;VC.60;Ústecký kraj;F;PK_PENSIONS_T1;4470;11335;1745;63
31.08.2020;VC.60;Ústecký kraj;F;PK_POZ;149;9240;1130;59
31.08.2020;VC.60;Ústecký kraj;M;PK_DISABILITY_S8;2129;10732;1812;51
31.08.2020;VC.60;Ústecký kraj;M;PK_OLDAGE_S8;2880;13192;2234;69
31.08.2020;VC.60;Ústecký kraj;M;PK_PENSIONS_T1;5027;12134;2053;61
31.08.2020;VC.60;Ústecký kraj;M;PK_POZ;18;8607;1454;54
31.08.2020;VC.60;Ústecký kraj;T;PK_DISABILITY_S8;3536;10492;1794;50
31.08.2020;VC.60;Ústecký kraj;T;PK_OLDAGE_S8;5794;12605;1998;69
31.08.2020;VC.60;Ústecký kraj;T;PK_PENSIONS_T1;9497;11758;1908;62
31.08.2020;VC.60;Ústecký kraj;T;PK_POZ;167;9171;1165;59
31.08.2020;VC.78;Liberecký kraj;F;PK_DISABILITY_S8;656;10092;1827;51
31.08.2020;VC.78;Liberecký kraj;F;PK_OLDAGE_S8;1245;12203;1815;68
31.08.2020;VC.78;Liberecký kraj;F;PK_PENSIONS_T1;1930;11434;1807;62
31.08.2020;VC.78;Liberecký kraj;F;PK_POZ;29;8770;1026;57
31.08.2020;VC.78;Liberecký kraj;M;PK_DISABILITY_S8;910;10919;2014;51
31.08.2020;VC.78;Liberecký kraj;M;PK_OLDAGE_S8;1249;13376;2341;69
31.08.2020;VC.78;Liberecký kraj;M;PK_PENSIONS_T1;2165;12326;2203;61
31.08.2020;VC.78;Liberecký kraj;M;PK_POZ;6;7231;2110;47
31.08.2020;VC.78;Liberecký kraj;T;PK_DISABILITY_S8;1566;10573;1935;51
31.08.2020;VC.78;Liberecký kraj;T;PK_OLDAGE_S8;2494;12791;2078;68
31.08.2020;VC.78;Liberecký kraj;T;PK_PENSIONS_T1;4095;11906;2017;61
31.08.2020;VC.78;Liberecký kraj;T;PK_POZ;35;8506;1212;56
31.08.2020;VC.86;Královéhradecký kraj;F;PK_DISABILITY_S8;576;10311;2005;51
31.08.2020;VC.86;Královéhradecký kraj;F;PK_OLDAGE_S8;1042;12254;1893;68
31.08.2020;VC.86;Královéhradecký kraj;F;PK_PENSIONS_T1;1656;11502;1934;62
31.08.2020;VC.86;Královéhradecký kraj;F;PK_POZ;38;8942;1974;57
31.08.2020;VC.86;Královéhradecký kraj;M;PK_DISABILITY_S8;879;11127;2138;51
31.08.2020;VC.86;Královéhradecký kraj;M;PK_OLDAGE_S8;1135;13227;2281;69
31.08.2020;VC.86;Královéhradecký kraj;M;PK_PENSIONS_T1;2016;12307;2220;61
31.08.2020;VC.86;Královéhradecký kraj;M;PK_POZ;2;8593;3137;61
31.08.2020;VC.86;Královéhradecký kraj;T;PK_DISABILITY_S8;1455;10804;2085;51
31.08.2020;VC.86;Královéhradecký kraj;T;PK_OLDAGE_S8;2177;12761;2095;69
31.08.2020;VC.86;Královéhradecký kraj;T;PK_PENSIONS_T1;3672;11944;2090;62
31.08.2020;VC.86;Královéhradecký kraj;T;PK_POZ;40;8924;2032;57
31.08.2020;VC.94;Pardubický kraj;F;PK_DISABILITY_S8;493;10034;2500;51
31.08.2020;VC.94;Pardubický kraj;F;PK_OLDAGE_S8;843;12253;1991;68
31.08.2020;VC.94;Pardubický kraj;F;PK_PENSIONS_T1;1367;11374;2195;62
31.08.2020;VC.94;Pardubický kraj;F;PK_POZ;31;8813;2881;55
31.08.2020;VC.94;Pardubický kraj;M;PK_DISABILITY_S8;714;10846;2321;50
31.08.2020;VC.94;Pardubický kraj;M;PK_OLDAGE_S8;930;13224;2444;68
31.08.2020;VC.94;Pardubický kraj;M;PK_PENSIONS_T1;1649;12177;2390;61
31.08.2020;VC.94;Pardubický kraj;M;PK_POZ;5;7218;2327;59
31.08.2020;VC.94;Pardubický kraj;T;PK_DISABILITY_S8;1207;10514;2394;51
31.08.2020;VC.94;Pardubický kraj;T;PK_OLDAGE_S8;1773;12762;2229;69
31.08.2020;VC.94;Pardubický kraj;T;PK_PENSIONS_T1;3016;11813;2302;61
31.08.2020;VC.94;Pardubický kraj;T;PK_POZ;36;8591;2804;56
30.09.2020;VC.108;Kraj Vysočina;F;PK_DISABILITY_S8;302;10200;2402;51
30.09.2020;VC.108;Kraj Vysočina;F;PK_OLDAGE_S8;715;12423;1943;69
30.09.2020;VC.108;Kraj Vysočina;F;PK_PENSIONS_T1;1040;11702;2066;63
30.09.2020;VC.108;Kraj Vysočina;F;PK_POZ;23;8990;1509;58
30.09.2020;VC.108;Kraj Vysočina;M;PK_DISABILITY_S8;570;11146;2251;51
30.09.2020;VC.108;Kraj Vysočina;M;PK_OLDAGE_S8;744;13622;2429;69
30.09.2020;VC.108;Kraj Vysočina;M;PK_PENSIONS_T1;1315;12545;2350;61
30.09.2020;VC.108;Kraj Vysočina;M;PK_POZ;1;7892;40;22
30.09.2020;VC.108;Kraj Vysočina;T;PK_DISABILITY_S8;872;10819;2303;51
30.09.2020;VC.108;Kraj Vysočina;T;PK_OLDAGE_S8;1459;13034;2190;69
30.09.2020;VC.108;Kraj Vysočina;T;PK_PENSIONS_T1;2355;12172;2225;62
30.09.2020;VC.108;Kraj Vysočina;T;PK_POZ;24;8944;1448;57
30.09.2020;VC.116;Jihomoravský kraj;F;PK_DISABILITY_S8;1048;9994;2472;51
30.09.2020;VC.116;Jihomoravský kraj;F;PK_OLDAGE_S8;2134;12324;2003;69
30.09.2020;VC.116;Jihomoravský kraj;F;PK_PENSIONS_T1;3248;11507;2148;63
30.09.2020;VC.116;Jihomoravský kraj;F;PK_POZ;66;9105;1681;61
30.09.2020;VC.116;Jihomoravský kraj;M;PK_DISABILITY_S8;1633;10665;2221;52
30.09.2020;VC.116;Jihomoravský kraj;M;PK_OLDAGE_S8;2183;13278;2374;69
30.09.2020;VC.116;Jihomoravský kraj;M;PK_PENSIONS_T1;3827;12146;2308;62
30.09.2020;VC.116;Jihomoravský kraj;M;PK_POZ;11;7456;1987;53
30.09.2020;VC.116;Jihomoravský kraj;T;PK_DISABILITY_S8;2681;10403;2319;51
30.09.2020;VC.116;Jihomoravský kraj;T;PK_OLDAGE_S8;4317;12806;2191;69
30.09.2020;VC.116;Jihomoravský kraj;T;PK_PENSIONS_T1;7075;11853;2235;62
30.09.2020;VC.116;Jihomoravský kraj;T;PK_POZ;77;8869;1725;60
30.09.2020;VC.124;Olomoucký kraj;F;PK_DISABILITY_S8;496;10057;2920;51
30.09.2020;VC.124;Olomoucký kraj;F;PK_OLDAGE_S8;1205;12029;2265;68
30.09.2020;VC.124;Olomoucký kraj;F;PK_PENSIONS_T1;1760;11365;2462;63
30.09.2020;VC.124;Olomoucký kraj;F;PK_POZ;59;8801;2626;59
30.09.2020;VC.124;Olomoucký kraj;M;PK_DISABILITY_S8;830;10625;2499;52
30.09.2020;VC.124;Olomoucký kraj;M;PK_OLDAGE_S8;1327;12894;2340;69
30.09.2020;VC.124;Olomoucký kraj;M;PK_PENSIONS_T1;2167;12004;2403;62
30.09.2020;VC.124;Olomoucký kraj;M;PK_POZ;10;8396;2891;59
30.09.2020;VC.124;Olomoucký kraj;T;PK_DISABILITY_S8;1326;10413;2656;51
30.09.2020;VC.124;Olomoucký kraj;T;PK_OLDAGE_S8;2532;12482;2304;69
30.09.2020;VC.124;Olomoucký kraj;T;PK_PENSIONS_T1;3927;11718;2429;63
30.09.2020;VC.124;Olomoucký kraj;T;PK_POZ;69;8742;2665;59
30.09.2020;VC.132;Moravskoslezský kraj;F;PK_DISABILITY_S8;1246;10196;2945;51
30.09.2020;VC.132;Moravskoslezský kraj;F;PK_OLDAGE_S8;2925;12108;2386;68
30.09.2020;VC.132;Moravskoslezský kraj;F;PK_PENSIONS_T1;4368;11454;2541;63
30.09.2020;VC.132;Moravskoslezský kraj;F;PK_POZ;197;9697;2291;60
30.09.2020;VC.132;Moravskoslezský kraj;M;PK_DISABILITY_S8;2281;11017;2541;52
30.09.2020;VC.132;Moravskoslezský kraj;M;PK_OLDAGE_S8;3376;14122;2942;68
30.09.2020;VC.132;Moravskoslezský kraj;M;PK_PENSIONS_T1;5674;12857;2781;61
30.09.2020;VC.132;Moravskoslezský kraj;M;PK_POZ;17;8536;3046;51
30.09.2020;VC.132;Moravskoslezský kraj;T;PK_DISABILITY_S8;3527;10727;2684;52
30.09.2020;VC.132;Moravskoslezský kraj;T;PK_OLDAGE_S8;6301;13187;2684;68
30.09.2020;VC.132;Moravskoslezský kraj;T;PK_PENSIONS_T1;10042;12246;2677;62
30.09.2020;VC.132;Moravskoslezský kraj;T;PK_POZ;214;9605;2351;60
30.09.2020;VC.141;Zlínský kraj;F;PK_DISABILITY_S8;420;10639;2362;51
30.09.2020;VC.141;Zlínský kraj;F;PK_OLDAGE_S8;886;12357;2153;69
30.09.2020;VC.141;Zlínský kraj;F;PK_PENSIONS_T1;1341;11730;2208;63
30.09.2020;VC.141;Zlínský kraj;F;PK_POZ;35;8961;1758;59
30.09.2020;VC.141;Zlínský kraj;M;PK_DISABILITY_S8;672;11053;2343;52
30.09.2020;VC.141;Zlínský kraj;M;PK_OLDAGE_S8;981;13376;2502;68
30.09.2020;VC.141;Zlínský kraj;M;PK_PENSIONS_T1;1655;12426;2435;62
30.09.2020;VC.141;Zlínský kraj;M;PK_POZ;2;7852;52;66
30.09.2020;VC.141;Zlínský kraj;T;PK_DISABILITY_S8;1092;10894;2351;52
30.09.2020;VC.141;Zlínský kraj;T;PK_OLDAGE_S8;1867;12893;2337;69
30.09.2020;VC.141;Zlínský kraj;T;PK_PENSIONS_T1;2996;12115;2334;63
30.09.2020;VC.141;Zlínský kraj;T;PK_POZ;37;8901;1665;59
30.09.2020;VC.19;Hlavní město Praha;F;PK_DISABILITY_S8;781;10561;2087;52
30.09.2020;VC.19;Hlavní město Praha;F;PK_OLDAGE_S8;1854;12586;2056;69
30.09.2020;VC.19;Hlavní město Praha;F;PK_PENSIONS_T1;2685;11933;2054;64
30.09.2020;VC.19;Hlavní město Praha;F;PK_POZ;50;9148;1438;61
30.09.2020;VC.19;Hlavní město Praha;M;PK_DISABILITY_S8;1117;10706;2021;51
30.09.2020;VC.19;Hlavní město Praha;M;PK_OLDAGE_S8;2292;13096;2334;69
30.09.2020;VC.19;Hlavní město Praha;M;PK_PENSIONS_T1;3419;12304;2229;64
30.09.2020;VC.19;Hlavní město Praha;M;PK_POZ;10;9125;1369;62
30.09.2020;VC.19;Hlavní město Praha;T;PK_DISABILITY_S8;1898;10646;2048;51
30.09.2020;VC.19;Hlavní město Praha;T;PK_OLDAGE_S8;4146;12868;2209;69
30.09.2020;VC.19;Hlavní město Praha;T;PK_PENSIONS_T1;6104;12141;2152;64
30.09.2020;VC.19;Hlavní město Praha;T;PK_POZ;60;9144;1426;62
30.09.2020;VC.27;Středočeský kraj;F;PK_DISABILITY_S8;1120;10295;2365;51
30.09.2020;VC.27;Středočeský kraj;F;PK_OLDAGE_S8;2450;12398;2001;68
30.09.2020;VC.27;Středočeský kraj;F;PK_PENSIONS_T1;3677;11663;2097;63
30.09.2020;VC.27;Středočeský kraj;F;PK_POZ;107;9144;1496;60
30.09.2020;VC.27;Středočeský kraj;M;PK_DISABILITY_S8;1525;11014;2171;51
30.09.2020;VC.27;Středočeský kraj;M;PK_OLDAGE_S8;2520;13374;2394;69
30.09.2020;VC.27;Středočeský kraj;M;PK_PENSIONS_T1;4063;12463;2311;62
30.09.2020;VC.27;Středočeský kraj;M;PK_POZ;18;7742;2464;58
30.09.2020;VC.27;Středočeský kraj;T;PK_DISABILITY_S8;2645;10710;2253;51
30.09.2020;VC.27;Středočeský kraj;T;PK_OLDAGE_S8;4970;12893;2200;69
30.09.2020;VC.27;Středočeský kraj;T;PK_PENSIONS_T1;7740;12083;2209;62
30.09.2020;VC.27;Středočeský kraj;T;PK_POZ;125;8942;1636;59
30.09.2020;VC.35;Jihočeský kraj;F;PK_DISABILITY_S8;665;9869;2430;51
30.09.2020;VC.35;Jihočeský kraj;F;PK_OLDAGE_S8;1223;12350;1957;68
30.09.2020;VC.35;Jihočeský kraj;F;PK_PENSIONS_T1;1922;11426;2127;62
30.09.2020;VC.35;Jihočeský kraj;F;PK_POZ;34;8620;2325;58
30.09.2020;VC.35;Jihočeský kraj;M;PK_DISABILITY_S8;907;10323;2085;51
30.09.2020;VC.35;Jihočeský kraj;M;PK_OLDAGE_S8;1240;13100;2317;68
30.09.2020;VC.35;Jihočeský kraj;M;PK_PENSIONS_T1;2154;11913;2217;61
30.09.2020;VC.35;Jihočeský kraj;M;PK_POZ;7;7724;1751;60
30.09.2020;VC.35;Jihočeský kraj;T;PK_DISABILITY_S8;1572;10131;2231;51
30.09.2020;VC.35;Jihočeský kraj;T;PK_OLDAGE_S8;2463;12727;2138;68
30.09.2020;VC.35;Jihočeský kraj;T;PK_PENSIONS_T1;4076;11683;2175;61
30.09.2020;VC.35;Jihočeský kraj;T;PK_POZ;41;8467;2227;58
30.09.2020;VC.43;Plzeňský kraj;F;PK_DISABILITY_S8;562;10732;1968;51
30.09.2020;VC.43;Plzeňský kraj;F;PK_OLDAGE_S8;1026;12300;1925;68
30.09.2020;VC.43;Plzeňský kraj;F;PK_PENSIONS_T1;1623;11692;1934;62
30.09.2020;VC.43;Plzeňský kraj;F;PK_POZ;35;9292;1650;58
30.09.2020;VC.43;Plzeňský kraj;M;PK_DISABILITY_S8;894;10845;1990;50
30.09.2020;VC.43;Plzeňský kraj;M;PK_OLDAGE_S8;1189;13293;2282;69
30.09.2020;VC.43;Plzeňský kraj;M;PK_PENSIONS_T1;2088;12230;2155;61
30.09.2020;VC.43;Plzeňský kraj;M;PK_POZ;5;7037;1406;46
30.09.2020;VC.43;Plzeňský kraj;T;PK_DISABILITY_S8;1456;10801;1981;50
30.09.2020;VC.43;Plzeňský kraj;T;PK_OLDAGE_S8;2215;12833;2117;69
30.09.2020;VC.43;Plzeňský kraj;T;PK_PENSIONS_T1;3711;11995;2058;62
30.09.2020;VC.43;Plzeňský kraj;T;PK_POZ;40;9010;1620;56
30.09.2020;VC.51;Karlovarský kraj;F;PK_DISABILITY_S8;372;10442;2049;51
30.09.2020;VC.51;Karlovarský kraj;F;PK_OLDAGE_S8;988;11911;1818;68
30.09.2020;VC.51;Karlovarský kraj;F;PK_PENSIONS_T1;1398;11435;1881;64
30.09.2020;VC.51;Karlovarský kraj;F;PK_POZ;38;8807;1885;58
30.09.2020;VC.51;Karlovarský kraj;M;PK_DISABILITY_S8;530;10831;1985;51
30.09.2020;VC.51;Karlovarský kraj;M;PK_OLDAGE_S8;986;12880;2230;68
30.09.2020;VC.51;Karlovarský kraj;M;PK_PENSIONS_T1;1519;12156;2141;62
30.09.2020;VC.51;Karlovarský kraj;M;PK_POZ;3;8171;247;61
30.09.2020;VC.51;Karlovarský kraj;T;PK_DISABILITY_S8;902;10670;2012;51
30.09.2020;VC.51;Karlovarský kraj;T;PK_OLDAGE_S8;1974;12395;2024;69
30.09.2020;VC.51;Karlovarský kraj;T;PK_PENSIONS_T1;2917;11810;2016;63
30.09.2020;VC.51;Karlovarský kraj;T;PK_POZ;41;8760;1765;59
30.09.2020;VC.60;Ústecký kraj;F;PK_DISABILITY_S8;1390;10142;1780;50
30.09.2020;VC.60;Ústecký kraj;F;PK_OLDAGE_S8;2899;12033;1768;69
30.09.2020;VC.60;Ústecký kraj;F;PK_PENSIONS_T1;4438;11346;1749;63
30.09.2020;VC.60;Ústecký kraj;F;PK_POZ;149;9195;1102;59
30.09.2020;VC.60;Ústecký kraj;M;PK_DISABILITY_S8;2131;10699;1817;51
30.09.2020;VC.60;Ústecký kraj;M;PK_OLDAGE_S8;2884;13195;2229;69
30.09.2020;VC.60;Ústecký kraj;M;PK_PENSIONS_T1;5033;12122;2052;61
30.09.2020;VC.60;Ústecký kraj;M;PK_POZ;18;8607;1454;54
30.09.2020;VC.60;Ústecký kraj;T;PK_DISABILITY_S8;3521;10479;1802;50
30.09.2020;VC.60;Ústecký kraj;T;PK_OLDAGE_S8;5783;12613;1998;69
30.09.2020;VC.60;Ústecký kraj;T;PK_PENSIONS_T1;9471;11758;1910;62
30.09.2020;VC.60;Ústecký kraj;T;PK_POZ;167;9131;1140;59
30.09.2020;VC.78;Liberecký kraj;F;PK_DISABILITY_S8;655;10150;1794;51
30.09.2020;VC.78;Liberecký kraj;F;PK_OLDAGE_S8;1239;12203;1827;68
30.09.2020;VC.78;Liberecký kraj;F;PK_PENSIONS_T1;1925;11449;1802;62
30.09.2020;VC.78;Liberecký kraj;F;PK_POZ;31;8765;965;57
30.09.2020;VC.78;Liberecký kraj;M;PK_DISABILITY_S8;906;10918;2017;51
30.09.2020;VC.78;Liberecký kraj;M;PK_OLDAGE_S8;1239;13372;2342;69
30.09.2020;VC.78;Liberecký kraj;M;PK_PENSIONS_T1;2152;12319;2204;61
30.09.2020;VC.78;Liberecký kraj;M;PK_POZ;7;7332;1816;48
30.09.2020;VC.78;Liberecký kraj;T;PK_DISABILITY_S8;1561;10596;1923;51
30.09.2020;VC.78;Liberecký kraj;T;PK_OLDAGE_S8;2478;12788;2085;69
30.09.2020;VC.78;Liberecký kraj;T;PK_PENSIONS_T1;4077;11909;2014;62
30.09.2020;VC.78;Liberecký kraj;T;PK_POZ;38;8501;1122;56
30.09.2020;VC.86;Královéhradecký kraj;F;PK_DISABILITY_S8;575;10285;1956;51
30.09.2020;VC.86;Královéhradecký kraj;F;PK_OLDAGE_S8;1041;12276;1895;68
30.09.2020;VC.86;Královéhradecký kraj;F;PK_PENSIONS_T1;1656;11504;1920;62
30.09.2020;VC.86;Královéhradecký kraj;F;PK_POZ;40;8934;2039;57
30.09.2020;VC.86;Královéhradecký kraj;M;PK_DISABILITY_S8;876;11095;2128;51
30.09.2020;VC.86;Královéhradecký kraj;M;PK_OLDAGE_S8;1133;13232;2265;69
30.09.2020;VC.86;Královéhradecký kraj;M;PK_PENSIONS_T1;2011;12296;2207;61
30.09.2020;VC.86;Královéhradecký kraj;M;PK_POZ;2;8593;3137;61
30.09.2020;VC.86;Královéhradecký kraj;T;PK_DISABILITY_S8;1451;10774;2060;51
30.09.2020;VC.86;Královéhradecký kraj;T;PK_OLDAGE_S8;2174;12774;2088;69
30.09.2020;VC.86;Královéhradecký kraj;T;PK_PENSIONS_T1;3667;11939;2077;62
30.09.2020;VC.86;Královéhradecký kraj;T;PK_POZ;42;8918;2092;57
30.09.2020;VC.94;Pardubický kraj;F;PK_DISABILITY_S8;489;9993;2514;51
30.09.2020;VC.94;Pardubický kraj;F;PK_OLDAGE_S8;834;12246;2007;69
30.09.2020;VC.94;Pardubický kraj;F;PK_PENSIONS_T1;1354;11351;2210;62
30.09.2020;VC.94;Pardubický kraj;F;PK_POZ;31;8675;2904;54
30.09.2020;VC.94;Pardubický kraj;M;PK_DISABILITY_S8;710;10849;2306;50
30.09.2020;VC.94;Pardubický kraj;M;PK_OLDAGE_S8;922;13232;2445;68
30.09.2020;VC.94;Pardubický kraj;M;PK_PENSIONS_T1;1637;12180;2384;61
30.09.2020;VC.94;Pardubický kraj;M;PK_POZ;5;7218;2327;60
30.09.2020;VC.94;Pardubický kraj;T;PK_DISABILITY_S8;1199;10500;2391;50
30.09.2020;VC.94;Pardubický kraj;T;PK_OLDAGE_S8;1756;12764;2236;69
30.09.2020;VC.94;Pardubický kraj;T;PK_PENSIONS_T1;2991;11804;2305;61
30.09.2020;VC.94;Pardubický kraj;T;PK_POZ;36;8473;2824;55
31.10.2020;VC.108;Kraj Vysočina;F;PK_DISABILITY_S8;303;10170;2324;51
31.10.2020;VC.108;Kraj Vysočina;F;PK_OLDAGE_S8;719;12449;1990;69
31.10.2020;VC.108;Kraj Vysočina;F;PK_PENSIONS_T1;1045;11712;2076;63
31.10.2020;VC.108;Kraj Vysočina;F;PK_POZ;23;8992;1520;58
31.10.2020;VC.108;Kraj Vysočina;M;PK_DISABILITY_S8;576;11134;2254;51
31.10.2020;VC.108;Kraj Vysočina;M;PK_OLDAGE_S8;745;13631;2443;69
31.10.2020;VC.108;Kraj Vysočina;M;PK_PENSIONS_T1;1322;12539;2358;61
31.10.2020;VC.108;Kraj Vysočina;M;PK_POZ;1;7892;40;22
31.10.2020;VC.108;Kraj Vysočina;T;PK_DISABILITY_S8;879;10802;2278;51
31.10.2020;VC.108;Kraj Vysočina;T;PK_OLDAGE_S8;1464;13050;2220;69
31.10.2020;VC.108;Kraj Vysočina;T;PK_PENSIONS_T1;2367;12174;2234;62
31.10.2020;VC.108;Kraj Vysočina;T;PK_POZ;24;8946;1459;57
31.10.2020;VC.116;Jihomoravský kraj;F;PK_DISABILITY_S8;1042;9943;2485;51
31.10.2020;VC.116;Jihomoravský kraj;F;PK_OLDAGE_S8;2125;12319;2002;69
31.10.2020;VC.116;Jihomoravský kraj;F;PK_PENSIONS_T1;3238;11483;2151;63
31.10.2020;VC.116;Jihomoravský kraj;F;PK_POZ;71;9045;1699;61
31.10.2020;VC.116;Jihomoravský kraj;M;PK_DISABILITY_S8;1631;10659;2209;52
31.10.2020;VC.116;Jihomoravský kraj;M;PK_OLDAGE_S8;2181;13278;2379;69
31.10.2020;VC.116;Jihomoravský kraj;M;PK_PENSIONS_T1;3822;12145;2305;61
31.10.2020;VC.116;Jihomoravský kraj;M;PK_POZ;10;7338;1898;53
